,original_text,polarity,score
6319,always thanks tuning also lot lost u direct tv watch URL ,0.0647569444444444,positive
6324,58 member bipartisan house problem solver caucus back bill extend title 42 URL ,0.2181818181818181,positive
6325,fox host hannity gutfeld roast ex colleague chris wallace cnn flop URL ,0.5,positive
6327,diamond suit red thank United States keycap 10 USER USER USER USER USER USER USER USER URL ,-0.6,negative
6330,non stop train backhand index pointing USER USER USER USER USER USER USER USER USER USER URL ,0.2666666666666666,positive
6331,USER omar aoc come mind need mtg american apple pie URL ,0.2431818181818181,positive
6332,trying keep marjorie taylor greene ballot un american period ,0.5166666666666667,positive
6335,USER following hollywood talking point see face tear joy thing nobody care face rolling eye ,0.8,positive
6336,tho mandatory pain masking flight today others URL ,-0.3,negative
6337,wow USER asked courtroom disown liking constitution civil war bizarrel URL ,-0.2,negative
6338,USER USER USER USER USER USER USER USER USER USER USER USER URL ,0.4624999999999999,positive
6339,chris wallace ask jen psaki biden finish complete sentence try shake hand people URL ,0.25,positive
6386,USER term limit pressure member actually people URL ,0.8,positive
6390,trump silicon oligarch said never conspired control information flow next URL ,0.2333333333333333,positive
6391,democrat danger losing senate seat state biden easily coalition collapsed URL ,0.0333333333333333,positive
6396,stand USER amp USER establishment fear fight constituent URL ,-0.4,negative
6397,rep marjorie taylor greene forced testify today j6 fake insurrection yet democrat lik URL ,-0.05,negative
6401,musk allow free speech fix algorithm propagation fair le suspension ,-0.15,negative
6410,paying backhand index pointing URL ,-0.5,negative
6411,cnn lost 300m trying build cnn amount money could given every american 1m ,-0.8,negative
6412,look fake fauci tall URL ,0.2,positive
6414,crime rise thanks open border policy pushed white house drug spilling URL ,-0.3,negative
6415,answer tax rich answer shrink size govt govt spending ,0.5666666666666667,positive
6417,obama back amp calling censorship like good little democrat ,0.3,positive
6418,trynna bring back holodomor URL ,1.0,positive
6419,florida sheriff say homeowner welcome shoot crook break home prefer URL ,0.6666666666666666,positive
6420,watch justthenewsnotnoise co host USER analyze week top news story special URL ,0.6000000000000001,positive
6421,judicial watch received 15 page record ncua response foia request show govt agency re URL ,0.1,positive
6422,USER good friend mine gotten know marjorie family tell URL ,0.525,positive
6423,next faith highest art content calling god placed martin luther ,0.2181818181818181,positive
6424,get enough people wake perhaps still enough time turn world different direction ,-0.6,negative
6426,result biden border policy every state america become border state even colorado ,0.3787878787878788,positive
6427,unsere baby baby light skin tone orange heart URL ,0.8,positive
6428,without bitcoin mining world meet climate goal USER well worth listen URL ,1.0,positive
6429,nothing see board member one biggest german bank holding bitcoin fullnode URL ,0.2,positive
6430,law physic reality currently immutable bitcoin law also absolute ,0.5,positive
6431,ank raising hand URL ,0.0952380952380952,positive
6432,btc price caught 200 sma day chart straightforward long term gi URL ,1.0,positive
6433,another currency collapse sri lankan rupee priced usd bitcoin URL ,0.4,positive
6434,bitcoin mining accelerates renewables growth first study seen attempt quantify re URL ,0.5,positive
6435,moving average need bitcoin URL ,-0.2,negative
6437,bitcoin freedom ,0.3666666666666667,positive
6438,breaking USER suspended account warning time middle USER URL ,0.4,positive
6440,USER USER fight injustice fiat admirable somethi URL ,0.1537878787878787,positive
6442,btc daily close 43 5k posturing market confirmed failed breakout unless URL ,0.0723809523809523,positive
6444,long term hodl er bitcoin already winner ,0.5,positive
6446,bitcoin market psychology currently point u disbelief rally aka disbelief uptrend thou URL ,0.5,positive
6447,btc wedged inside breakout zone 200d sma resistance possible 128d sma support URL ,0.25,positive
6448,shooting star tweezer top 200ma resistance low volume breakout showing day URL ,0.8,positive
6449,wait penny drop USER figure bitcoin way grass root supporter URL ,0.15,positive
6450,bitcoin decentralized USER fell corporate capture ,0.6333333333333333,positive
6452,macrostrategy subsidiary USER closed 205 million bitcoin collateralized loan silvergat URL ,0.7,positive
6453,adding database gold prevent people faking gold bar provides new opportunity URL ,0.4928571428571428,positive
6454,tax unrealized gain talk folk never taken risk built thing invested capital tha URL ,0.6000000000000001,positive
6455,lost hope humanity part crypto community beacon light shit gonna get URL ,0.8,positive
6456,think late bitcoin kn ealry ,0.2431818181818181,positive
6478,next ccb issued tomorrow looking info much expect future payment arrive URL ,0.1,positive
6492,filed tax year URL ,0.2,positive
6508,rtfkt together nike cryptokicks introduce future sneaker powered skin vial tech welcome 205 URL ,0.0625,positive
6512,fed much damage market talking raising interest rate shrinking URL ,-0.4,negative
6516,well since finally making movie play charles hoskinson character ,0.5,positive
6519,spotted england URL ,0.35,positive
6526,type first thing come mind go first crypto ,-0.1888888888888888,negative
6528,friend asked cardano supported nfts woman facepalming ,-0.1,negative
6529,500 00 would invest realestate bitcoin cardano ethereum ,1.0,positive
6532,elon musk goat goat URL ,-0.2,negative
6534,oh epic surprise pack guarantee two epic card within pack steal dizzy URL ,0.5,positive
6535,killed elon watch URL ,0.2666666666666666,positive
6537,gradually suddenly xdc URL ,0.5,positive
6538,xdc daily amp 8h URL ,0.5166666666666666,positive
6539,big breaking news panama move one step close tax cap gain bitcoin passed fi URL ,1.0,positive
6541,bitcoin fear greed index 27 fear current price 41 231 URL ,0.3777777777777777,positive
6544,never celebrate early URL ,1.0,positive
6545,found gv namesake qnt sir andr casterman cv could clearly rival gilbert verdian project URL ,-0.1666666666666666,negative
6552,oil demand china head biggest crash since early pandemic business insider gasoline diesel avia URL ,0.3125,positive
6553,fossil fuel demand set plummet URL URL ,1.0,positive
6554,gas flaring activity global upstream sector sunk last year lowest level decade due improved URL ,0.5,positive
6555,climate change national security threat dept air force reducing energy use increasing inves URL ,-0.3,negative
6556,china gasoline diesel jet fuel demand set 20 percent plunge month compared consumption URL ,0.2722222222222222,positive
6557,china crude demand april expected declined million bpd year year china gasoline diesel URL ,-0.125,negative
6558,chart increasing oil set nearly drop fuel demand concern persist economysquare chart decreasing USER URL ,0.3571428571428571,positive
6559,chart day war ukraine covid 19 dramatically reduce much oil gas consume URL ,0.5,positive
6563,oil set nearly drop fuel demand concern persist URL ,0.5,positive
6564,border adjusted carbon tax rebate household would great air quality reducing ghg URL ,0.7,positive
6566,fossil fuel demand would fall 25 percent decade collapse 2030s point expanding today URL ,0.7,positive
6567,chart day war ukraine covid 19 dramatically reduce much oil gas consume URL ,0.6666666666666666,positive
6568,high gas price slow planned return office posing challenge msps 81 pro believe remote wor URL ,0.55,positive
6571,polish fuel demand buoyed tax cut ukraine war oott URL ,0.525,positive
6573,fossil fuel demand set plummet due covid war ukraine today USER chart URL ,0.5,positive
6574,tourism engine world URL jet fuel demand pressure omicron bo URL ,-0.8,negative
6576,china trucking fleet caught nation push zero covid threatening oil demand URL ,0.1,positive
6577,rba need hike system unique every surplus income reallocated housing thus URL ,0.4166666666666666,positive
6584,ioc bpcl hpcl indian refiner crude oil processing rose yoy march 28 million barrel day india URL ,-0.875,negative
6585,philippine net oil import rebounded last year nearly double 2020 bill reach pre pandemic level URL ,0.2083333333333333,positive
6587,china trucking fleet caught nation push covid zero threatening oil demand su URL ,-0.15,negative
6596,increasing consumer adoption fuel demand egg replacement ingredient market factmr URL ,-0.125,negative
6599,twitter need smiling face smiling eye URL ,0.2,positive
6602,USER unbearable wait relentlessly funny massivetalent playing theater everywhe URL ,1.0,positive
6645,statistic never talked earthday URL ,0.2,positive
6647,fact cnn even get 10k people pay content show silicon valley need tilt URL ,0.25,positive
6746,put perspective cbidattaputhrudu USER declared value asset r 375 crore 2019 ano URL ,0.4333333333333333,positive
6747,problem global solution local mudasurlova rejuvenation done gvmc suggestion dr URL ,0.25,positive
6748,going happen try stop chief sri USER tomorrow thumb USER URL ,0.2833333333333334,positive
6751,local bjp leader committed suicide khammam allegedly harassment trs minister puvvada ajay po URL ,0.8,positive
6752,shiv temple demolished alwar rajasthan temple recently built 300 year old temple URL ,0.275,positive
6753,400thprakashpurab red fort modi amritmahotsav guruteghbahadur jee resisted forced conversion URL ,0.6000000000000001,positive
6758,pm modi release commemorative coin occasion 400th birth anniversary sri guru tegh bahadur ji URL ,0.1666666666666666,positive
6761,cont pretext taking preventive action treat action police proper nothing URL ,0.7,positive
6762,democracy right leader opposition party point illegal action ruling government amp URL ,0.1,positive
6764,8th sketch USER sparkle really enjoyed sketch cutest rhyme smiling cat heart eye URL ,0.3,positive
6766,sanatan dharm different abrahamic religion glimpse free sanskar cl URL ,-0.1,negative
6767,mr ktr janwada farmhouse belong get razed inspite constructed URL ,-0.2,negative
6770,barbaric place worship act 1991 passed deceitfully parliament appease minority ratified URL ,0.4,positive
6771,65 797 crore paid tax telangana claimed minister ktr telangana received 21 938 crore URL ,0.7,positive
6772,station ghanpur mla younger brother sarpanch suresh headline claiming dalit bandhu allegedly URL ,0.3333333333333333,positive
6773,jew dhimmis land ,0.1458333333333333,positive
6779,300yrs purana mandir bulldoze ho chalega bulldoze illegal encroachment front masjid native hindu URL ,-0.3,negative
6782,mishraji befitting reply irfan pathan URL ,-0.2,negative
6783,much carbon dioxide different country continent released atmosphere since 1750 source URL ,0.05,positive
6785,300 slide divide vote 200 slide consolidate vote getting chor dangai hadi aatan URL ,0.25,positive
6786,family left stranded road andhrapradesh ongole town police took away car URL ,-0.5859375,negative
6787,entire india witnessing stone pelting amp violence assam 55 million muslim live total URL ,0.4,positive
6791,know hindu ancestor converted islam impressed good behaviou URL ,-0.075,negative
6802,day without playing victim card day wasted rana ayyub arfa saba sayema 68 others ,0.2,positive
6854,local bjp leader committed suicide khammam allegedly harassment trs minister puvvada ajay po URL ,0.35,positive
6855,democracy right leader opposition party point illegal action ruling government amp URL ,0.5,positive
6857,indian govt construction 64 strategic road amp 103 bridge r 3100 cr bordering tibet pakistan URL ,0.1,positive
6858,waited long day born bharat ak upgrade kit head plant serve hand URL ,-0.1785714285714285,negative
6859,visited part amp currently illegally occupied pak politician wish practice narrow URL ,0.5666666666666667,positive
6860,happened agra railway station called gyratory seizure defined rotation around bo URL ,0.78,positive
6861,freebie take entire country say expert uanow tdp trs ycp URL ,-0.1458333333333333,negative
6868,law useful unless farmer issue resolved say pawankalyan uanow URL ,0.375,positive
6882,driest april far visakhapatnam city nil rainfall till date rare see city recording URL ,0.1,positive
6883,ever mistake silence ignorance calmness acceptance kindness weakness ,1.0,positive
6884,big cover interview amazing actor USER absolute gentleman ramcharan rrmovie URL ,0.75,positive
6885,janasenarythubharosayatra 2nd phase eluru dist tour schedule pawankalyan URL ,-0.2,negative
6887,tomorrow USER janasenarythubharosayatra URL ,0.1,positive
6888,problem global solution local mudasurlova rejuvenation done gvmc suggestion dr URL ,0.55,positive
6891,andhra pradesh citizen choice seek USER solution abject reddy govt failure source URL ,0.35,positive
6892,thanks morphing politics poll optic reddy govt tend use revenue electoral efficiency URL ,0.6,positive
6893,people still waiting government deliver lofty promise oscar levant said politician URL ,0.05,positive
6894,pressurising govt task fulfil responsibility paying compensation thank pawan kaly URL ,1.0,positive
6897,lack data tenant farmer purview according rythu swarajya vedika survey even major crop URL ,0.48,positive
6898,report fir record suicide legally tenant farmer per govt record th URL ,0.0833333333333333,positive
6899,per apccr act 2019 tenant farmer commits suicide govt liable pay lakh family URL ,0.1,positive
6900,girl hold fort mother amp adult woman household went work boy add valu URL ,0.6,positive
6902,tenant farmer andhra pradesh born debt life debt dy debt according survey 82 re URL ,0.6000000000000001,positive
6903,according nsso one key problem pushing farmer indebtedness even suicide lack access URL ,1.0,positive
6904,third highest number suicide farmer country ap also highest indebtedness among URL ,0.5,positive
6905,significant population oc tenant farmer particularly belonging kapu yadav community URL ,0.8,positive
6906,crop half landless tenant received ccrc received rythu bharosa reason URL ,0.2,positive
6908,past year 11 govt claim 25 received ccrc comparison 17 surv URL ,0.1363636363636363,positive
6909,heavily goodwill landowner awareness scrupulousness administrative officer survey hi URL ,0.8,positive
6910,nearly year since enactment ap crop cultivator right act 2019 seems scep URL ,0.25,positive
6912,reply query parliament pegged tenant farmer state 42 36 14 lakh dec 2021 per URL ,0.35,positive
6913,crop loan crop insurance disaster compensation crop procurement july 2019 assembly approved URL ,0.5,positive
6914,thus 24 tenant farmer recognised licensed cultivator newly elected ap govt led cm URL ,0.5,positive
6916,institutional credit insurance benefit government scheme govt andhra pradesh passed ap licens URL ,0.2,positive
6917,certain term lease binding party fixed money ii fixed produce ii fo URL ,0.1106060606060606,positive
6918,lease land migrate urban area long term labour market contract agricultural URL ,0.25,positive
6919,thread tenant farmer nearly 50 rural household agricultural labour household URL ,0.2875,positive
6920,cont pretext taking preventive action treat action police proper nothing URL ,0.0681818181818181,positive
6921,democracy right leader opposition party point illegal action ruling government amp URL ,0.1363636363636363,positive
6925,find inspiring uel fact brings together people walk life faith URL ,0.4181818181818181,positive
6926,amazing friday aspiring USER USER USER online supervising solicitor lorna mac URL ,0.1875,positive
6929,today earth day globe showing Americas year theme invest planet sharing story URL ,-0.125,negative
6934,USER welcome staff student USER USER USER URL ,0.2,positive
6940,june USER celebrating uel volunteering award party popper nomination open volunteer year URL ,1.0,positive
6941,find inspiring uel fact brings together people walk life faith URL ,-0.1666666666666666,negative
6942,congratulation new USER intern mehwish anthony look forward team URL ,0.8,positive
6944,pleased announce bsc marketing bsc marketing data analytics degree accredite URL ,0.5,positive
6945,check exclusive USER interview USER USER vice chair gave top tip bu URL ,0.4,positive
6947,africa first digital currency enaira push difficult environment dr iwa salami reader financial URL ,0.05,positive
6951,thanks dr ian rice USER spoke around 200 staff student uel learn fr URL ,1.0,positive
6953,check exclusive USER interview USER USER talk future busine URL ,0.03,positive
6954,need relax join u meditation reiki reflection tomorrow backhand index pointing right online pm register URL ,0.05,positive
6957,USER amp USER successfully delivered hr conference shaping future hr public sector URL ,0.3375,positive
6958,looking start postgraduate course join postgraduate open evening find need know URL ,0.1939393939393939,positive
6965,day visited USER university square stratford wowed USER USER URL ,-0.9,negative
6967,USER attends launch USER facility stratford URL ,0.35,positive
6968,alumnus feed curriculum thank alumnus alessandro lombardi business development manager tra URL ,1.0,positive
6969,young londoner future city need young people skill help drive londo URL ,0.2340909090909091,positive
6971,loudspeaker imagining future business amp law USER USER aab advisoryboard jacqui bashford chair URL ,0.5,positive
6972,USER USER USER USER USER USER USER thank much USER george co URL ,0.6,positive
7038,many five russian military enlistment office set fire since start invasion ukrain URL ,0.4000000000000001,positive
7077,warrior soinik mamatabanerjee tmc special attention language used URL ,0.6,positive
7090,cm mamatabanerjee guv jagdeepdhankar excited governor joined u business summit URL ,-0.25,negative
7103,didi lead way didiforpm mamatabanerjee development india leadership URL ,0.4,positive
7104,USER congratulation honrable chief minister mamata banerjee madam great chief minister india URL ,0.5,positive
7108,third term cm USER stressing industrialisation employment generation right URL ,0.5,positive
7109,bengal largest producer paddy pineapple vegetable cut flower india bengalmeansbusiness URL ,0.0071428571428571,positive
7110,lakshmi bengal hon ble chief minister mamatabanerjee bengalinewyear gift another million new ad URL ,0.2433333333333333,positive
7111,bulldoze divide unite people USER bgbs jahagirpuridemolition mamatabanerjee ,0.0333333333333333,positive
7112,instruction party supremo mamatabanerjee aitc fact finding delegation visit violence hi URL ,0.4,positive
7121,say coincidence stay firm ancient genius URL ,0.625,positive
7127,put perspective cbidattaputhrudu USER declared value asset r 375 crore 2019 ano URL ,0.3,positive
7132,acharya movie bts red heart USER sivakoratala URL ,0.0333333333333333,positive
7135,akira first blood donation turned 18 URL ,-0.125,negative
7138,janasenarythubharosayatra 2nd phase eluru dist tour schedule pawankalyan URL ,0.225,positive
7139,acharya movie bts red heart USER sivakoratala URL ,-0.2571428571428572,negative
7140,cont pretext taking preventive action treat action police proper nothing URL ,-0.2,negative
7141,democracy right leader opposition party point illegal action ruling government amp URL ,0.1363636363636363,positive
7142,USER USER USER USER getting strong day day URL ,-0.4,negative
7143,let make earth day special go green seedling herb evergreen tree evergreen tree palm tree cactus four leaf clover shamrock sunflower sheaf rice tulip URL ,-0.1,negative
7145,climate crisis mean community living rural area suffering wildlife dying enmasse URL ,0.875,positive
7148,protect ancient coral die lose coral also URL ,-0.8,negative
7156,latest ipcc report project drought displace 700 million africa 15 year old witnessed URL ,0.9,positive
7157,let act b4 speak lettheearthbreath climateactionnow URL ,0.3333333333333333,positive
7165,big news indeed need superheroines like USER bravo clapping hand climateaction web3 refi URL ,0.2523809523809524,positive
7171,agree minimum community away political debate finding consensus lead finding URL ,-0.3,negative
7238,universal quote rolling floor laughing rolling floor laughing face tear joy URL ,0.5,positive
7243,youth andhra suffering without job USER held protest appsc office vijayawada amp su URL ,0.1363636363636363,positive
7246,never seen political party india communal congress party difference URL ,0.5,positive
7247,welcomed USER state president shri USER garu gadwal took part prajasangramayatra2 URL ,-0.25,negative
7250,telangana gave rs3 60lakh crore got back rs1 68lakh crore state share rs1 5lakh crore variou URL ,0.15,positive
7251,pk join congress rr quit congress URL ,0.1363636363636363,positive
7252,message USER USER take people strongly URL ,-0.5,negative
7253,daily reminder 10 honest quote motivate URL ,0.0166666666666666,positive
7255,monstrous six strongest bottomhand player USER rocket rocket rocket URL ,0.575,positive
7260,10 thing every man must learn john wick thread URL ,0.5,positive
7263,15 deep philosophy quote epictetus thread URL ,0.1,positive
7269,pan india stardom prabhas spent yr bb ntr rc yr rr yash yr kgf aa loved URL ,0.1583333333333333,positive
7279,15 deep philosophy quote rumi thread URL ,0.16,positive
7290,india shower love support irfan pathan world turn around accuse indi URL ,-0.1,negative
7305,think boris johnson unaware unintentionally trolled liberal india visiting jcb factor URL ,0.1,positive
7306,USER USER allow take action institute ,-0.05,negative
7311,USER USER party alliance called npa mean non performing asset sit read URL ,-0.1555555555555555,negative
7312,USER ur party people raping girl people getting suicide thier torchers ever respond URL ,0.0666666666666666,positive
7313,every sinner future pouting face pouting face URL ,0.5,positive
7317,sometimes hard tell whether something british indian frankly brindian uk pm URL ,0.3571428571428571,positive
7319,pawankalyan take apgov snatching away car public uanow URL ,0.3333333333333333,positive
7322,mega pre release event 23rd april pm yousufguda police ground fire acharya USER USER URL ,-0.1,negative
7330,guess much declared earnings 2003 r lakh 2009 r 77 40 crore 2011 URL ,0.1458333333333333,positive
7331,put perspective cbidattaputhrudu USER declared value asset r 375 crore 2019 ano URL ,0.4166666666666667,positive
7337,lack data tenant farmer purview according rythu swarajya vedika survey even major crop URL ,-0.1,negative
7338,andhra pradesh citizen choice seek USER solution abject reddy govt failure source URL ,-0.05,negative
7340,per apccr act 2019 tenant farmer commits suicide govt liable pay lakh family URL ,0.075,positive
7342,feed child accumulated debt survive distress government URL ,0.3,positive
7343,girl hold fort mother amp adult woman household went work boy add valu URL ,0.1666666666666666,positive
7347,glimpse megastar grace smiling face sunglass loved song laahelaahe promo red heart URL ,0.5,positive
7348,USER concentrating publicity disha app failed implement properly resulted URL ,0.5,positive
7352,acharya movie bts red heart USER sivakoratala URL ,-0.0897727272727272,negative
7354,lahelahe song promo acharya acharyaprereleaseevent chiranjeevi USER ramcharan URL ,-0.8,negative
7356,charging petti use cheyyakandi folded hand device URL ,0.6933333333333334,positive
7357,user pay upi dubai upi going global india playing key role global fintech revolution smiling face sunglass clapping hand ,0.4,positive
7358,good samaritan greatest good one another goodsamaritan URL ,0.5,positive
7359,walking style attitude fire fire entry scene separate fan base collision collision collision USER folded hand folded hand folded hand URL ,1.0,positive
7360,cont pretext taking preventive action treat action police proper nothing URL ,0.6,positive
7361,democracy right leader opposition party point illegal action ruling government amp URL ,0.5268939393939394,positive
7365,waiting show favourite character long time go presenting URL ,0.35,positive
7366,Australia New Zealand come together round India street food orange heart kanewilliamson USER USER URL ,-0.9,negative
7367,witness ltimate ction cinema april 29 collision collision acharya acharyaonapr29 megastar USER URL ,0.125,positive
7368,kgf2 blockbuster hindi benchmark crossed 50 cr day 100 cr day 150 cr day 200 cr day URL ,-0.0714285714285714,negative
7372,ceo finishing USER raising hand light skin tone collision folded hand light skin tone hot face partying face URL ,0.5,positive
7373,still ventrukakudapeekaleru yet ysjaganagainin2024 ysjaganmarkgovernance welcome rajannarajyam wi URL ,0.2083333333333333,positive
7377,kgf day collection report kgf2 kgfchapter2 kgf2onapr14 yash kgf follow u backhand index pointing right USER URL ,0.2,positive
7380,rohit sharma captaincy last month india ww mumbai ,0.5,positive
7381,please share max URL ,0.6933333333333334,positive
7382,pls rt spread URL ,0.7666666666666666,positive
7383,please share URL ,-0.0462962962962963,negative
7385,attention passenger travelling vizag airport destination cm ap visiting vi URL ,-0.0714285714285714,negative
7387,situation USER former minister irrigation andhra pradesh misleading URL ,0.3787878787878787,positive
7390,cont pretext taking preventive action treat action police proper nothing URL ,0.0621212121212121,positive
7394,big cover interview amazing actor USER absolute gentleman ramcharan rrmovie URL ,0.20625,positive
7395,field set man epic god dhoni folded hand URL ,0.7,positive
7397,dearest USER delighted introduce padaghattam endearing voice acharya thank URL ,0.5,positive
7400,surat heritage chaouk bazar char rasta see comfortably land jhd done sad relieved face sad relieved face URL ,0.8,positive
7401,happens show acharyas acharyathemovie orange heart watch full video right arrow URL video camera URL ,0.1,positive
7402,mechanical engineering URL ,0.2333333333333333,positive
7405,rc boxing fight scene ramraju inspector training scene rc archery training forest scene rc alia duet song rc URL ,0.0625,positive
7407,trendsetter USER crown babulakebabukalyanbabu lt cr gt smiling face sunglass URL ,0.4,positive
7411,love south star like yash ramcharan thalapathyvijay jrntr alluarjun feel need add million URL ,0.2055555555555555,positive
7412,hrithik roshan bos USER megastarchiranjeevi acharya URL ,0.1,positive
7414,ramcharan surrounded fan rc15 shoot location amritsar punjab india URL ,0.05,positive
7417,rr gross 1100 cr worldwide official poster announcement ssrajamouli jrntr ramcharan ajaydevgn URL ,0.15,positive
7419,akira first blood donation turned 18 URL ,0.0124999999999999,positive
7421,ap high court interim judgement movie ticket rate issue state aphighcourt URL ,-0.125,negative
7423,true URL ,-0.2,negative
7424,USER please post photo anna URL ,0.3,positive
7427,freebie take entire country say expert uanow tdp trs ycp URL ,0.0694444444444444,positive
7428,made laugh hard thumb rolling floor laughing rolling floor laughing URL ,0.1,positive
7429,ram charan organises langar golden temple post massive success rr read USER story URL ,-0.2212121212121212,negative
7430,meet ansar mastermind delhi violence charged ipc 147 148 353 332 323 427 307 120b URL ,0.3,positive
7432,thank everyone heart suit collision folded hand kgfchapter2 USER USER USER USER USER URL ,0.1666666666666666,positive
7433,democracy right leader opposition party point illegal action ruling government amp URL ,0.525,positive
7442,jos cheat code batting face tear joy ,0.7,positive
7443,warner reminder ash folded hand ,-0.3,negative
7445,today birthday pls wish anna USER pleading face ,0.4166666666666666,positive
7452,capitalising startup innovation amp bringing together necessary capital investor amp government aws moonshot URL ,0.2083333333333333,positive
7454,miss guy cater knowledge start upsadar poonawala ceo serum institute india said URL ,0.1124999999999999,positive
7456,ready get block going box flexed biceps medium dark skin tone fire orangearmy readytorise tataipl URL ,-0.15,negative
7471,jersey without anirudh impossible dot USER USER ,0.2,positive
7472,junior power star akira first blood donation heart fire like father like son heart fire URL ,0.75,positive
7473,warner reminder ash folded hand ,0.2,positive
7474,jos cheat code batting face tear joy ,0.3872727272727272,positive
7479,keycap sleep go rcbvsrh fire orangearmy readytorise tataipl URL ,-0.8,negative
7480,dear fan red heart URL ,0.4166666666666666,positive
7483,put perspective cbidattaputhrudu USER declared value asset r 375 crore 2019 ano URL ,0.2,positive
7484,reason ee song kosam ana theatre ki repeat vestaru mark word URL ,0.2,positive
7488,glimpse megastar grace smiling face sunglass loved song laahelaahe promo red heart URL ,-0.8,negative
7489,witness ltimate ction cinema april 29 collision collision acharya acharyaonapr29 megastar USER URL ,0.6933333333333334,positive
7492,heart suit witness grand acharyaprereleaseevent tomorrow pm collision collision URL ,0.1363636363636363,positive
7497,consistency accelerating inning according pitch condition amp bowler OK hand seeing 2016 USER USER clapping hand keep hitting fire ,0.125,positive
7500,acharya movie bts red heart USER sivakoratala URL ,0.8,positive
7507,confidence wen studied bt decided copy front bench topper xam URL ,-0.4,negative
7510,USER except biryani remaining time lo first preference artos cooling ekkuva ubdali must one URL ,0.0666666666666666,positive
7524,situation red exclamation mark URL ,0.325,positive
7526,20 family apparayudupalem joined USER presence jsp yelamanchili constituency incharg URL ,0.3,positive
7543,two superstar guest acharya event URL chiranjeevi ntr maheshbabu URL ,1.0,positive
7557,thank enormous amp overwhelming love red heart USER URL ,0.509375,positive
7574,firing yet another shot arm aatmanirbharbharat makeinindia USER USER URL ,0.5268939393939394,positive
7575,successful maiden brahmos firing insdelhi upgraded modular launcher demonstrated long range URL ,0.6,positive
7586,ensuring justice priority ansar could repeat offender seen people URL ,-0.5,negative
7597,extending warm welcome shri USER stalwart skilled politician joined USER URL ,-0.3125,negative
7683,think reason behind rohit sharma lackluster performance ipl season cry face ipl2022 URL ,-0.4,negative
7715,find best home appliance uae dubai click link view link URL URL ,-0.1486111111111111,negative
7775,come fighting right oppressed marginalised USER always stood firm sh URL ,0.2,positive
7776,red exclamation mark milk 39 arrow red exclamation mark wheat 27 arrow red exclamation mark rice 21 arrow red exclamation mark onion 67 arrow red exclamation mark potato 23 arrow red exclamation mark tomato 37 arrow URL ,0.5,positive
7778,let start fund raising campaign help people whose building shop demolished local volunteer URL ,0.1666666666666666,positive
7779,bulldozer ridden house shop bulldozer ridden human right bulldozer rid URL ,0.1354166666666666,positive
7783,road area corporation encroachment say however different treatment URL ,0.5,positive
7786,compare india situation 2022 2012 ask honestly communal riot increased une URL ,0.0681818181818181,positive
7789,hate profit USER URL ,0.2857142857142857,positive
7799,exactly point go third umpire square leg umpire take call URL ,0.8,positive
7801,thought went thinking face sport news please visit URL ipl2022 URL ,0.8,positive
7812,delhi record 042 fresh covid case positivity rate 64 per cent URL delhi ,0.25,positive
7813,breakingnews injured major fire break sadar bazaar delhi fire tender rush spot fire URL ,0.4583333333333333,positive
7814,delhi new case back 1k increase test positive rate remains pl URL ,-0.0833333333333333,negative
7815,delhi reported 900 covid case death last 24 hour USER report URL ,0.25,positive
7817,top story USER 10 delhi kid covid antibody last yr source school possibl URL ,-0.1,negative
7826,gear fun filled interview USER amp USER star struck vijayudan neruku ner april 10th pm un URL ,0.1499999999999999,positive
7829,beast trailer URL ,0.5,positive
7830,convo USER amp gambhir red heart URL ,0.6136363636363636,positive
7831,bicycle attract gst rate 12 diamond attract 25 say USER time peo URL ,0.0375,positive
7836,m dhoni leaving csk captaincy continuing player ipl2022 URL ,0.303125,positive
7837,beast vijay v kgfchapter2 yash two homegrown star tamil kannada taking col URL ,-0.1125,negative
7840,raised hand keep calm keycap day go elcl sico URL ,0.2181818181818181,positive
7843,USER commission earning public coffer absconding duty telling URL ,0.4166666666666667,positive
7846,USER job loophole law lobby different stakeholder enacted th URL ,0.075,positive
7847,USER purpose mandate office fight corruption ,0.05,positive
7849,USER USER institution turned religious organization divided christian deno URL ,0.15625,positive
7871,mp hurriedly passed new electoral law wish thought hurting someo URL ,-0.5,negative
7874,national treasury omitted allocation president uhuru kenyatta retirement office staff URL ,-0.1555555555555555,negative
7878,c charles keter made sister everlyn koech hr manager rural electrification renewal energy corporati URL ,0.5,positive
7941,jahangiri demolition illegal read thread URL ,0.5,positive
7942,campus front du student participated joint protest demolition muslim property jahangirpuri URL ,0.0681818181818181,positive
7943,r caused nationwide riot name rama navami innocent muslim arrested riot commi URL ,0.1,positive
7945,press release statement fuel hike power minister nilesh cabral irresponsible pressrelease fuelprice URL ,0.4375,positive
7947,amjad khan 40 owned bakery demolished khargone district administration alleging pelted URL ,0.0833333333333333,positive
7974,campus front member staged protest ed arrest rauf shareef releaseraufshareef URL ,-0.8,negative
7976,indiawithpfi love pfi ,0.5,positive
7978,r mobilizing majority potential anti muslim genocide counter mobilization aimed thwarting thi URL ,-0.078125,negative
7979,arrestbajrangmuni save country woman child type terrorist live amp work state othe URL ,-0.8,negative
7982,late tweet USER book handbook marketing concept became bestsel URL ,0.5,positive
7985,thanks URL ,0.1363636363636363,positive
7986,thank URL ,0.0681818181818181,positive
7987,thank USER bhai URL ,-0.0225,negative
